date,region,product,sales,deals_closed,inventory
2022-01-31,Region_4,Product_5,18612,18,456
2022-02-28,Region_4,Product_5,10516,36,783
2022-03-31,Region_4,Product_5,7207,29,238
2022-04-30,Region_4,Product_5,16354,45,141
2022-05-31,Region_4,Product_5,15199,21,509
2022-06-30,Region_4,Product_5,6887,26,587
2022-07-31,Region_4,Product_5,12064,48,578
2022-08-31,Region_4,Product_5,13734,29,866
2022-09-30,Region_4,Product_5,14489,29,291
2022-10-31,Region_4,Product_5,14602,17,117
2022-11-30,Region_4,Product_5,8881,13,352
2022-12-31,Region_4,Product_5,18857,32,283
2023-01-31,Region_4,Product_5,14540,36,321
2023-02-28,Region_4,Product_5,18124,23,403
2023-03-31,Region_4,Product_5,7354,14,579
2023-04-30,Region_4,Product_5,10416,12,698
2023-05-31,Region_4,Product_5,6643,35,562
2023-06-30,Region_4,Product_5,17856,11,817
2023-07-31,Region_4,Product_5,17799,16,952
2023-08-31,Region_4,Product_5,12688,32,498
2023-09-30,Region_4,Product_5,9027,43,612
2023-10-31,Region_4,Product_5,11353,44,884
2023-11-30,Region_4,Product_5,5774,48,712
2023-12-31,Region_4,Product_5,10763,21,212
2024-01-31,Region_4,Product_5,14752,13,560
2024-02-29,Region_4,Product_5,7324,15,656
2024-03-31,Region_4,Product_5,9928,38,179
2024-04-30,Region_4,Product_5,10220,22,873
2024-05-31,Region_4,Product_5,16715,42,835
2024-06-30,Region_4,Product_5,12452,16,941
2024-07-31,Region_4,Product_5,14076,24,906
2024-08-31,Region_4,Product_5,10337,23,927
2024-09-30,Region_4,Product_5,9362,29,660
2024-10-31,Region_4,Product_5,8107,49,413
2024-11-30,Region_4,Product_5,14133,13,667
2024-12-31,Region_4,Product_5,10751,44,334
